,title,genres,rating,director,imageUrl
5018,"Touch of Class, A (1973)",Comedy,4.1,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5019,Town Without Pity (1961),Drama,4.1,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5020,Used Cars (1980),Comedy,1.6,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5021,"Deadly Mantis, The (1957)",Horror|Sci-Fi,1.3,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5022,Dragonfly (2002),Drama|Fantasy|Mystery|Romance|Thriller,4.6,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5023,Queen of the Damned (2002),Fantasy|Horror,1.5,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5024,Big Bad Love (2001),Drama,2.3,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5025,Green Dragon (2001),Drama,3.1,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5026,How to Kill Your Neighbor's Dog (2000),Comedy|Drama,2.3,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5027,"Last Man, The (2000)",Comedy|Romance|Sci-Fi,2.6,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5028,Maryam (2000),Drama,3.9,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5029,Mean Machine (2001),Comedy|Drama,1.8,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5030,Monsoon Wedding (2001),Comedy|Romance,4.4,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5031,Wendigo (2001),Drama|Horror,3.5,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5032,Scratch (2001),Documentary,2.5,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5033,State Property (2002),Action|Crime|Drama,4.8,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5034,"Bad News Bears, The (1976)",Comedy,2.9,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5035,"Bad News Bears Go to Japan, The (1978)",Comedy,3.4,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5036,"Bad News Bears in Breaking Training, The (1977)",Comedy,2.2,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5037,"Firemen's Ball, The (Horí, má panenko) (1967)",Comedy|Drama,2.9,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5038,"Lone Ranger, The (1956)",Adventure|Western,1.1,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5039,"Lone Ranger and the Lost City of Gold, The (1958)",Adventure|Mystery|Western,1.4,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5040,Loves of a Blonde (Lásky jedné plavovlásky) (1965),Comedy|Drama|Romance,1.2,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5041,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),Animation|Fantasy|Horror|Sci-Fi,5.0,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5042,Wild Strawberries (Smultronstället) (1957),Drama,3.1,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5043,Black Like Me (1964),Drama,1.8,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5044,Cattle Queen of Montana (1954),Western,1.3,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5045,Under the Skin (1997),Drama,3.8,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5046,40 Days and 40 Nights (2002),Comedy|Romance,3.9,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5047,We Were Soldiers (2002),Action|Drama|War,4.8,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5048,Trouble Every Day (2001),Drama|Horror|Thriller,3.6,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5049,"Arena, The (a.k.a. Naked Warriors) (1974)",Action|Adventure,3.7,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5050,"Big Bird Cage, The (1972)",Action,1.4,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5051,"Big Doll House, The (1971)",Action,3.6,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5052,"Church, The (Chiesa, La) (1989)",Drama|Fantasy|Horror,1.3,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5053,Cross Creek (1983),Drama,3.9,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5054,Ferngully: The Last Rainforest (1992),Animation|Children|Comedy|Musical,3.0,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5055,Night of the Zombies (a.k.a. Hell of the Living Dead) (Virus) (1980),Action|Horror|Thriller,4.9,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5056,Intersection (1994),Drama|Romance,4.5,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5057,"Jo Jo Dancer, Your Life is Calling (1986)",Comedy|Drama,4.7,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5058,StageFright: Aquarius (1987),Horror|Thriller,3.6,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5059,"Troll in Central Park, A (1994)",Animation|Children,3.4,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5060,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),Horror,4.5,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5061,"Amazing Adventure, The (a.k.a. The Amazing Quest of Ernest Bliss) (1936)",Comedy|Drama|Romance,3.5,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5062,My Favorite Brunette (1947),Comedy|Mystery,5.0,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5063,Royal Wedding (1951),Comedy|Musical|Romance,1.3,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5064,Scarlet Street (1945),Film-Noir,2.6,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5065,All About the Benjamins (2002),Action|Comedy|Crime,4.1,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5066,"Time Machine, The (2002)",Action|Adventure|Sci-Fi,3.2,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5067,Full Frontal (2002),Comedy|Drama|Romance,4.8,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5068,Divorcing Jack (1998),Comedy|Thriller,2.7,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5069,"Field, The (1990)",Drama,2.2,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5070,Hidden Agenda (1990),Drama|Thriller,1.5,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5071,Luminarias (2000),Comedy|Romance,2.9,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5072,"Magnificent Ambersons, The (1942)",Drama|Romance,4.9,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5073,Fun (1994),Crime|Drama,2.5,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5074,Gloria (1980),Drama|Thriller,4.4,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5075,"Great Rock 'n' Roll Swindle, The (1980)",Documentary,2.4,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5076,Hangar 18 (1980),Action|Sci-Fi|Thriller,1.1,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5077,Hawk the Slayer (1980),Action|Fantasy,3.9,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5078,He Knows You're Alone (a.k.a. Blood Wedding) (1980),Horror|Thriller,2.3,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5079,Heaven's Gate (1980),Western,1.8,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5080,Hero at Large (1980),Comedy,4.5,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5081,Honeysuckle Rose (a.k.a. On the Road Again) (1980),Drama|Romance,4.3,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5082,Hopscotch (1980),Comedy,4.7,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5083,How to Beat the High Cost of Living (1980),Comedy,2.3,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5084,Humanoids from the Deep (1980),Horror|Sci-Fi,2.9,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5085,Inside Moves (1980),Drama,2.6,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5086,"Island, The (1980)",Adventure|Horror|Thriller,1.5,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5087,"Jazz Singer, The (1980)",Musical,3.0,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5088,Who's Singin' Over There? (a.k.a. Who Sings Over There) (Ko to tamo peva) (1980),Comedy,2.6,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5089,"Zombie Lake (Lac des morts vivants, Le) (Zombies Lake) (Lake of the Living Dead, The) (1981)",Horror,5.0,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5090,Lion of the Desert (1980),War,3.3,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5091,Little Darlings (1980),Drama,3.3,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5092,"Long Good Friday, The (1980)",Drama|Thriller,2.0,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5093,"Long Riders, The (1980)",Western,2.3,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5094,"Man Who Saw Tomorrow, The (1980)",Documentary,3.3,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5095,Eaten Alive (Mangiati Vivi) (1980),Adventure|Horror,3.8,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5096,Mon oncle d'Amérique (1980),Drama,4.7,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5097,The Monster Club (1981),Comedy|Horror,3.7,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5098,Death Watch (La Mort en Direct) (1980),Drama|Sci-Fi,3.7,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5099,Motel Hell (1980),Comedy|Horror,3.1,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5100,Mother's Day (1980),Comedy|Horror,2.0,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5101,"Mountain Men, The (1980)",Adventure|Western,1.6,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5102,"Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)",Drama|War,2.6,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5103,"Burial Ground (a.k.a. Zombie Horror) (a.k.a. Zombie 3) (Notti del Terrore, Le) (1981)",Horror,2.7,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5104,"Nude Bomb, The (1980)",Comedy,3.0,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5105,"Octagon, The (1980)",Action,3.5,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5106,"Oh, God! Book II (1980)",Comedy,1.2,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5107,"Oh, God! (1977)",Comedy|Fantasy,1.8,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5108,"Oh, Heavenly Dog! (1980)",Comedy|Crime,3.8,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5109,"Pepi, Luci, Bom (Pepi, Luci, Bom y Otras Chicas del Montón) (1980)",Comedy,2.4,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5110,Super Fuzz (a.k.a. Super Snooper) (Poliziotto superpiù) (1980),Action|Comedy|Sci-Fi,1.3,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5111,Ice Age (2002),Adventure|Animation|Children|Comedy,2.2,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5112,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller,4.0,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5113,Showtime (2002),Action|Comedy,1.4,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5114,Harrison's Flowers (2000),Drama,4.7,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5115,Kissing Jessica Stein (2001),Comedy|Romance,3.3,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5116,Pauline & Paulette (Pauline en Paulette) (2001),Comedy|Drama,4.8,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5117,Promises (2001),Documentary,3.9,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5118,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance,1.3,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5119,All the Right Moves (1983),Drama|Romance,3.4,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5120,Barabbas (1961),Adventure|Drama,1.0,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5121,"Ghost Breakers, The (1940)",Comedy|Horror,3.9,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5122,I Think I Do (1997),Comedy,3.0,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5123,"Paleface, The (1948)",Comedy|Western,1.9,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5124,Road to Morocco (1942),Comedy,2.9,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5125,Road to Singapore (1940),Comedy|Musical,3.0,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5126,Road to Utopia (1946),Comedy,3.4,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5127,Road to Zanzibar (1941),Comedy,2.1,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5128,Split Second (1992),Action|Sci-Fi|Thriller,3.0,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5129,"Tale of Springtime, A (Conte de Printemps) (1990)",Drama|Romance,1.8,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5130,Taps (1981),Drama,4.7,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5131,Return of the Secaucus 7 (1980),Drama,4.2,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5132,Rude Boy (1980),Documentary|Drama,2.7,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5133,Running Scared (1980),Action|Drama,1.6,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5134,Seems Like Old Times (1980),Comedy|Romance,1.3,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5135,Serial (1980),Comedy,1.2,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5136,"Young Master, The (Shi di chu ma) (1980)",Action|Comedy,4.5,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5137,Shogun Assassin (1980),Action|Adventure,3.0,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5138,Simon (1980),Comedy|Sci-Fi,1.1,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5139,Smokey and the Bandit II (1980),Action|Comedy,1.6,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5140,Smokey and the Bandit (1977),Action|Comedy,2.0,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5141,Smokey and the Bandit III (1983),Action|Comedy,1.1,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5142,Spetters (1980),Comedy|Drama,3.2,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5143,Stir Crazy (1980),Comedy,1.6,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5144,"Charter Trip, The (a.k.a. Package Tour, The) (Sällskapsresan) (1980)",Comedy,4.4,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5145,Teheran 43: Spy Ring (a.k.a. Assassination Attempt) (Tegeran-43) (1980),Action|Crime|Drama|Thriller,2.8,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5146,Cousins in Love (a.k.a. Tender Cousins) (Tendres Cousines) (1980),Drama|Romance,3.5,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5147,Blade II (2002),Action|Horror|Thriller,1.2,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5148,Sorority Boys (2002),Comedy,4.9,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5149,Stolen Summer (2002),Drama,3.7,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5150,In the Winter Dark (1998),Drama,3.7,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5151,George Washington (2000),Drama,4.2,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5152,Homicidal (1961),Horror|Mystery|Thriller,2.3,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5153,"Life is to Whistle (Vida es silbar, La) (1998)",Drama,3.9,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5154,"Light at the Edge of the World, The (1971)",Adventure,3.5,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5155,Mr. Sardonicus (1961),Horror,4.1,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5156,Strait-Jacket (1964),Horror|Thriller,2.9,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5157,Clockstoppers (2002),Action|Adventure|Sci-Fi|Thriller,2.6,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5158,Death to Smoochy (2002),Comedy|Crime|Drama,2.5,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5159,Panic Room (2002),Thriller,2.1,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5160,"Rookie, The (2002)",Drama,2.1,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5161,No Such Thing (2001),Drama|Fantasy|Romance,1.3,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5162,"Piano Teacher, The (La pianiste) (2001)",Drama,4.0,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5163,Teddy Bears' Picnic (2001),Comedy,1.7,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5164,30 Years to Life (2001),Comedy|Drama|Romance,4.0,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5165,Time Out (L'emploi du temps) (2001),Drama,3.6,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5166,Very Annie Mary (2001),Comedy|Musical,2.5,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5167,Bar Girls (1994),Comedy|Romance,3.4,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5168,Boxcar Bertha (1972),Drama,3.5,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5169,Crimes of Passion (1984),Drama|Romance|Thriller,4.8,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5170,"Evil That Men Do, The (1984)",Action|Thriller,1.9,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5171,Fraternity Vacation (1985),Comedy|Romance,3.1,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5172,Impromptu (1991),Comedy|Romance,3.8,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5173,Salmonberries (1991),Drama,4.8,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5174,"Wrong Guys, The (1988)",Comedy,2.6,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
5175,High Crimes (2002),Thriller,4.3,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
