,title,genres,rating,director,imageUrl
65070,The Parlor (2001),(no genres listed),4.8,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65071,I Want to Deliver Your Voice (2017),Animation|Drama|Fantasy,2.7,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65072,Farmtastic Fun (2019),Animation,2.7,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65073,The Playground (2017),Drama|Mystery|Thriller,2.7,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65074,at Home (2015),Crime|Drama,3.7,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65075,The Suffering (2016),Horror|Mystery|Thriller,3.8,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65076,Cunningham (2019),Documentary,1.4,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65077,I Am Somebody (1970),Documentary,1.4,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65078,The Bielski Brothers (1994),Documentary,2.7,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65079,Hare Tonic (1945),Animation|Children|Comedy,3.6,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65080,To Life (2014),Comedy|Drama,4.0,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65081,Traumfabrik (2019),Comedy|Drama|Romance,4.6,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65082,Two Tails (2018),Animation|Children,1.3,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65083,Garrincha: Joy of the People (1962),Documentary,3.2,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65084,Beats of the Heart: Roots Rock Reggae (1977),Documentary,4.6,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65085,The Doom Doc (2017),Documentary,4.4,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65086,Caged Women (1980),Action|Adventure|Drama,3.8,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65087,Marjaavaan (2019),Action|Romance,3.5,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65088,My Favorite Shapes by Julio Torres (2019),Comedy,1.3,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65089,In Search of the Last Action Heroes (2019),Documentary,3.0,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65090,Jarhead: Law of Return (2019),War,3.6,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65091,Falling for You (2018),Romance,2.3,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65092,Slayer: The Repentless Killogy (2019),(no genres listed),4.5,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65093,Rhythm (1957),Documentary,2.2,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65094,Up-to-Date Spiritualism (1900),Comedy|Fantasy,3.8,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65095,Sleeping with my Student (2019),Thriller,2.1,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65096,Boogaloo and Graham (2014),Comedy|Drama,4.3,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65097,Sophie's Misfortunes (2016),Children|Comedy,3.1,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65098,Cow (2009),Drama|War,2.6,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65099,The Old Man Who Read Love Stories (2001),Adventure|Drama,3.4,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65100,Mobile Suit Gundam: The Origin VI – Rise of the Red Comet (2018),Action|Animation|Sci-Fi|War,2.7,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65101,Stalked (2019),Action|Horror,3.3,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65102,Nights and Days (1975),Drama,3.4,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65103,Money Talks (1933),Comedy,2.9,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65104,Heritage (2018),Thriller,4.0,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65105,De Superjhemp Retörns (2018),Comedy,2.4,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65106,Chokher Bali (2003),Drama|Romance,2.1,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65107,Spider-Ham: Caught in a Ham (2019),Action|Animation|Children|Comedy,2.6,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65108,Time Will Tell (2017),Drama|Sci-Fi|Thriller,3.4,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65109,King of Boys (2018),Drama,3.7,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65110,Bite Marks (2011),Comedy|Horror,1.7,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65111,Analysis Paralysis,(no genres listed),2.9,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65112,A Four Letter Word (2008),Comedy|Romance,3.1,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65113,There Was a Crooked Man (1960),Comedy,3.9,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65114,4 latas (2019),Comedy|Drama,2.1,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65115,The Perfume of the Lady in Black (2005),(no genres listed),3.5,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65116,Seven Keys to Baldpate (1935),Comedy|Mystery|Romance|Thriller,3.6,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65117,Butterflies (2018),Comedy|Drama,1.5,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65118,How I Became Russian (2019),Comedy|Romance,1.2,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65119,Ladies of Steel (2020),Comedy|Drama,1.5,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65120,Hammamet (2020),Drama,1.4,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65121,Esmeralda’s Twilight (2018),(no genres listed),2.3,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65122,Everything Else (2016),(no genres listed),1.1,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65123,Black Mexicans (2018),Drama,2.8,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65124,Amazona (2016),Documentary,1.7,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65125,El Maíz en Tiempos de Guerra (2016),Documentary,3.8,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65126,Lightning Falls Behind (2017),Drama,3.6,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65127,Fátima (2017),Drama,1.2,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65128,Escape from Pretoria (2020),Thriller,1.1,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65129,The SpongeBob Musical: Live on Stage! (2019),Children|Comedy,1.1,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65130,Trailer War (2012),Documentary,4.9,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65131,The Squad (2011),Horror|Thriller,4.4,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65132,A Quiet Heart (2016),Drama,3.0,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65133,Snow Woman (2016),(no genres listed),1.1,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65134,Clair Obscur (2016),Drama,2.4,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65135,Citizen K (2019),Documentary,2.5,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65136,Mine 9 (2019),Drama|Thriller,4.6,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65137,Dreaming of Paradise (1987),Animation|Drama,3.6,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65138,My Heart (2000),Drama|Romance,2.7,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65139,The Orchestra (1990),Animation|Fantasy,2.7,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65140,The Ship of Monsters (1960),Comedy|Horror|Sci-Fi,1.0,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65141,Blood Widow (2019),Horror|Mystery|Thriller,3.5,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65142,Que hombre tan sin embargo (1967),(no genres listed),4.5,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65143,Little Red Riding Hood (1959),Children,3.5,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65144,Caperucita y sus tres amigos (1961),Drama|Fantasy|Mystery,4.7,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65145,Little Red Riding Hood and Tom Thumb vs. the Monsters (1960),Children|Comedy|Fantasy,2.4,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65146,Vacations of Terror (1989),Horror,1.9,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65147,The Girl with the Blue Backpack (1979),Children|Comedy|Drama,3.5,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65148,Chabelo and Pepito vs. the Monsters (1973),Children|Comedy|Horror,3.4,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65149,La risa en vacaciones (1988),Comedy,1.2,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65150,La risa en vacaciones 2 (1991),Comedy,4.0,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65151,Tom Thumb (1957),Children|Fantasy,3.8,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65152,¡Ahí Madre! (1970),Comedy,2.3,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65153,Nosotros los pobres (1948),Drama,3.6,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65154,Primera Comunión (1969),Children|Drama,3.0,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65155,Club eutanasia (2005),(no genres listed),1.7,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65156,The Great Adventure (1969),Adventure|Children,4.3,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65157,Elcano & Magellan: The First Voyage Around the World (2019),Adventure|Animation|Children|Comedy,2.7,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65158,Cañitas. Presencia (2007),Horror,2.6,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65159,New World (1978),Drama,3.5,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65160,"Fe, esperanza y caridad (1974)",Comedy|Drama,4.4,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65161,A Wonderful World (2006),Comedy|Drama,4.7,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65162,En el ombligo del cielo (2012),(no genres listed),1.8,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65163,The Gold Mine (2010),Drama,3.3,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65164,Cipollino (1972),Children|Fantasy,2.2,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65165,Cipollino (1961),Animation|Children,4.9,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65166,Seawards Journey (2003),Adventure|Comedy,2.6,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65167,Walk Run Cha-Cha (2019),Documentary,4.3,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65168,The Mighty River (1994),Animation|Documentary,4.9,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65169,El Corazón De La Noche (1984),Crime|Drama|Thriller,3.8,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65170,Lecumberri (1977),(no genres listed),4.4,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65171,La familia Pérez (1949),Comedy|Drama,3.1,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65172,Blind Spot (2008),Documentary,3.6,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65173,Ermo (1994),Comedy,4.1,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65174,Heroic Times (1984),Animation|War,2.5,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65175,Kanehsatake: 270 Years of Resistance (1993),Documentary,3.8,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65176,The 4th Dimension (2006),Drama|Fantasy|Mystery|Sci-Fi|Thriller,4.2,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65177,What a Way to Go: Life at the End of Empire (2007),Documentary,2.7,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65178,Three Businessmen (1998),Comedy|Drama,5.0,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65179,Where the Spirit Lives (1990),Drama,4.5,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65180,"When I Get Home, My Wife Always Pretends to be Dead (2018)",Comedy,3.3,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65181,Being Caribou (2005),Documentary,3.7,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65182,Death and the Mother (1988),(no genres listed),4.4,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
65183,Jezebel (2020),Children|Drama,3.6,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
