,title,genres,rating,director,imageUrl
40026,"Palo Alto, CA (2007)",Comedy|Drama,1.7,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40027,A Barefoot Dream (2010),Drama,3.9,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40028,A Man Who Was Superman (2008),Comedy|Drama,2.4,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40029,Attack the Gas Station 2 (2010),Action|Comedy,3.3,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40030,Broken Side of Time (2013),Drama,2.5,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40031,Desert Dancer (2014),Drama,4.1,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40032,Azit the Paratrooper Dog (1972),Adventure|Comedy,1.4,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40033,Charlie And A Half (1974),Comedy|Drama|Romance,1.6,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40034,Festival At The Poolroom (1975),Comedy,3.4,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40035,Seed of Innocence (1980),Drama,1.1,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40036,Coastlines (2002),Action|Drama,4.8,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40037,Ravenhawk (1996),Action|Drama,1.8,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40038,Max Havoc: Curse Of The Dragon (2004),Action,2.8,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40039,Flamenco at 5:15 (1983),Documentary,4.3,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40040,Mother's Day (2016),Comedy,2.6,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40041,Mothers and Daughters (2016),Drama,4.7,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40042,Manhattan Night (2016),Mystery|Thriller,2.1,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40043,Die Wolke (2006),Sci-Fi|Thriller,1.8,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40044,Micro Men (2009),Drama,4.8,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40045,Chronicles of the Ghostly Tribe (2015),Action|Adventure|Thriller,2.0,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40046,Alley Cats Strike (2000),Children|Comedy|Drama,4.3,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40047,Gotta Kick It Up (2002),Comedy|Drama,1.1,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40048,What We Do Is Secret (2008),Drama,3.6,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40049,Prairie Roundup (1951),Western,2.5,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40050,You're Under Arrest: The Movie (1999),Action|Animation|Drama|Thriller,1.6,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40051,Ridin' the Outlaw Trail (1951),Western,4.9,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40052,Tenchi the Movie 2: The Daughter of Darkness (1997),Animation|Fantasy|Sci-Fi,3.7,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40053,Pecos River (1951),Western,4.2,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40054,Smoky Canyon (1952),Western,4.2,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40055,The Hawk of Wild River (1952),Western,3.9,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40056,Snowden (2016),Drama|Thriller,2.9,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40057,The Kid from Broken Gun,(no genres listed),3.3,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40058,Last Train from Bombay (1952),Adventure,2.9,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40059,Ambush at Tomahawk Gap (1953),(no genres listed),1.2,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40060,The 49th Man (1953),Thriller,4.4,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40061,Sky Commando (1953),Drama|War,3.4,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40062,Mission Over Korea (1953),(no genres listed),2.9,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40063,The Nebraskan (1953),(no genres listed),1.6,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40064,Overland Pacific (1954),Western,4.9,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40065,Armitage: Dual Matrix (2002),Action|Adventure|Animation|Sci-Fi|Thriller,4.9,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40066,The Miami Story (1954),Crime|Drama,2.5,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40067,The Outlaw Stallion (1954),(no genres listed),2.6,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40068,Chicago Syndicate (1955),Crime|Drama,1.6,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40069,Slayers Premium (2001),Adventure|Animation|Comedy|Fantasy,2.5,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40070,Teen-Age Crime Wave (1955),Crime|Drama,1.1,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40071,Inside Detroit (1956),Action|Crime,3.4,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40072,Fury at Gunsight Pass (1956),(no genres listed),3.3,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40073,Gensou Maden Saiyuuki - The Movie - Requiem (2001),(no genres listed),2.4,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40074,Utah Blaine (1957),Western,2.8,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40075,Calypso Heat Wave (1957),(no genres listed),1.2,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40076,The World Was His Jury (1958),Crime|Drama,1.2,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40077,Fatal Fury: The Motion Picture (1994),Action|Animation,4.9,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40078,Mobile Suit Gundam: The 08th MS Team - Miller's Report (1998),Action|Animation|Sci-Fi|War,3.9,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40079,Gundress (1999),Action|Animation|Sci-Fi,3.9,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40080,Legend of Crystania: The Motion Picture (1995),Action|Animation|Fantasy|Sci-Fi,2.7,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40081,Slayers Return (1996),Adventure|Animation|Comedy|Fantasy,2.9,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40082,Ranma ½: One Flew Over the Kuno's Nest (1994),(no genres listed),4.7,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40083,Martian Successor Nadesico: The Motion Picture - Prince of Darkness (1998),(no genres listed),1.4,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40084,Sword for Truth (1990),Animation|Horror,3.8,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40085,Slayers Great (1997),Adventure|Animation|Comedy|Fantasy,2.5,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40086,Slayers Gorgeous (1998),Adventure|Animation|Comedy|Fantasy,2.6,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40087,Slayers: The Motion Picture (1995),Adventure|Animation|Comedy|Fantasy,4.9,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40088,Tenchi Forever! (1999),Animation|Drama|Fantasy,3.1,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40089,the Weathering Continent (1992),Animation|Fantasy,2.4,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40090,Tenchi Muyô! In Love (1996),Animation|Comedy,3.8,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40091,Karas: The Prophecy (2005),Action|Adventure|Animation|Fantasy|Sci-Fi,2.8,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40092,Zone of the Enders: Idolo (2001),Animation|Sci-Fi,2.8,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40093,Yukikaze (2002),(no genres listed),2.8,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40094,Sin: The Movie (2000),Animation|Sci-Fi,2.6,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40095,Gunsmith Cats: Bulletproof! (1995),Action|Animation,2.8,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40096,.hack Liminality: In the Case of Mai Minase,(no genres listed),4.1,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40097,.hack Liminality In the Case of Yuki Aihara,(no genres listed),2.1,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40098,.hack Liminality In the Case of Kyoko Tohno,(no genres listed),2.2,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40099,Samurai X : Reflection (2001),Action|Animation|Drama,3.2,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40100,New Dominion Tank Police (1993),(no genres listed),4.3,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40101,Special Correspondents (2016),Comedy,4.9,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40102,Battle Arena Toshinden (1996),Action|Animation,1.5,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40103,Blue Submarine No. 6 (1998),Action|Animation|Sci-Fi,2.1,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40104,Kite Liberator (2008),Animation|Thriller,1.0,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40105,Freedom (2006),Adventure|Animation|Romance|Sci-Fi,1.1,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40106,Labyrinth of Flames (2000),Action|Comedy,4.5,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40107,Animation Runner Kuromi (2001),(no genres listed),4.8,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40108,Animation Runner Kuromi 2 (2004),(no genres listed),1.3,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40109,Megazone 23 (1985),(no genres listed),4.8,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40110,3x3 Eyes: Legend of the Divine Demon (1995),(no genres listed),3.8,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40111,Ruin Explorers (1995),(no genres listed),4.9,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40112,Megazone 23 III (1989),(no genres listed),1.2,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40113,Legend of Lemnear (1987),Adventure|Animation|Fantasy|Sci-Fi,2.5,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40114,Very Private Lesson (1998),Animation|Comedy,4.9,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40115,M.D. Geist II: Death Force (1996),Action|Animation|Sci-Fi,3.6,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40116,Agent Aika (1997),Action|Adventure|Sci-Fi,2.1,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40117,M.D. Geist (1986),Action|Animation|Sci-Fi,3.6,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40118,Galerions Rion (2004),Action|Horror|Sci-Fi,3.0,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40119,3x3 Eyes (1991),(no genres listed),4.7,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40120,Sacrifice (2016),Thriller,3.0,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40121,Angel Cop (1989),Animation|Crime|Sci-Fi,3.9,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40122,Outlanders (1986),Animation|Comedy|Sci-Fi,2.0,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40123,Gestalt (1997),Adventure|Animation|Comedy|Fantasy,1.0,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40124,Saber Marionette R (1995),Comedy|Sci-Fi,2.8,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40125,Cheerleader (2016),(no genres listed),2.6,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40126,Being Charlie (2016),(no genres listed),4.2,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40127,Buddymoon (2016),(no genres listed),2.2,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40128,Team Foxcatcher (2016),Documentary,4.1,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40129,Patton Oswalt: Talking for Clapping (2016),Comedy,2.3,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40130,Ogni maledetto Natale (2014),Comedy,1.8,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40131,Mio papà (2014),Drama,3.5,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40132,Santa Claus (2014),Comedy,1.2,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40133,Ti sposo ma non troppo (2014),Comedy,2.0,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40134,Nessuno mi pettina bene come il vento (2014),(no genres listed),3.6,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40135,Ratchet & Clank (2016),Action|Adventure|Animation|Children|Comedy|Sci-Fi,2.9,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40136,How To Frame A Figg (1971),Children|Comedy,1.1,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40137,The Adventures of Robinson Crusoe (1922),Adventure,2.6,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40138,Anita O'Day: The Life of a Jazz Singer (2007),Documentary,3.9,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40139,Artie Shaw: Time Is All You've Got (1985),Documentary|Musical,2.4,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40140,The Beatles: The First U.S. Visit (1991),(no genres listed),4.2,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40141,Beijing Bastards (1993),(no genres listed),1.6,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40142,Hip-Hop: Beyond Beats & Rhymes (2006),Documentary,3.6,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40143,Holidays (2016),Comedy|Horror,3.0,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40144,The Death of Kevin Carter: Casualty of the Bang Bang Club (2004),Documentary,2.2,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40145,Dutch Light (2003),Documentary,4.1,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40146,Eden and After (1970),Drama|Fantasy|Horror,1.2,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40147,Eloquent Nude: The Love and Legacy of Edward Weston & Charis Wilson (2007),Documentary,1.3,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40148,Lust for a Vampire (1971),Horror,1.3,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40149,Everything's Cool (2007),Documentary,2.8,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40150,Pampa Bárbara (1945),(no genres listed),3.9,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40151,Where Words Fail (1946),Drama,3.9,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40152,Hardly a Criminal (1949),Crime|Drama,4.3,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40153,Apache Drums (1951),Action|Western,1.0,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40154,The Mark of the Renegade (1951),(no genres listed),2.2,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40155,Decameron Nights (1953),(no genres listed),1.0,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40156,Black Tuesday (1954),Crime,4.0,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40157,Harry Black (1958),(no genres listed),4.3,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40158,Die Todesstrahlen des Dr. Mabuse (1964),Crime|Thriller,1.1,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40159,Old Shatterhand (1964),Adventure|Western,2.9,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40160,Savage Pampas (1966),Adventure|Drama|Western,4.0,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40161,The horse (1970),Drama|Thriller,2.7,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40162,The Son (1973),Drama,2.8,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40163,The Last Train (1973),Drama,4.3,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40164,La race des seigneurs (1974),Drama,4.8,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40165,La Cage (1975),Drama,1.5,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40166,A Woman at Her Window (1976),Crime|Drama,3.9,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40167,The Medic (1979),Drama|War,2.9,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40168,A Strange Affair (1981),Drama,4.1,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40169,The North Star (1982),Crime|Drama|Thriller,4.2,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40170,L'ami de Vincent (1983),(no genres listed),3.6,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40171,L'Homme aux Yeux d'Argent (1985),Crime|Drama,3.6,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40172,Noyade interdite (1987),(no genres listed),1.1,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40173,La couleur du vent (1988),(no genres listed),4.6,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40174,L'Autrichienne (1990),Drama,1.6,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40175,The Break-In (2016),Drama|Thriller,3.4,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40176,Short Fuse (2016),Action|Thriller,1.2,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40177,Term Life (2016),Crime|Drama,1.0,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40178,Synchronicity (2015),Mystery|Sci-Fi|Thriller,2.0,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
40179,The Final Comedown (1972),Drama,4.4,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
